Image_path,throttle,brake,steering,velocity
/IMGCapturedImage11627.jpg,1,0,0,30.56484375
/IMGCapturedImage3334.jpg,1,0,1,12.7075046539307
/IMGCapturedImage9967.jpg,1,0,0,30.3367950439453
/IMGCapturedImage11213.jpg,1,0,1,30.7352142333984
/IMGCapturedImage10270.jpg,1,0,-1,30.7953128814697
/IMGCapturedImage7421.jpg,1,0,0,30.1943572998047
/IMGCapturedImage12846.jpg,1,0,1,30.4106712341309
/IMGCapturedImage6676.jpg,1,0,0,30.6118961334229
/IMGCapturedImage9215.jpg,1,0,0,31.1593242645264
/IMGCapturedImage8183.jpg,1,0,0,30.0212917327881
/IMGCapturedImage9707.jpg,1,0,1,30.429670715332
/IMGCapturedImage2612.jpg,1,0,0,30.0126983642578
/IMGCapturedImage6466.jpg,1,0,-1,30.4714599609375
/IMGCapturedImage15342.jpg,1,0,-1,30.1303070068359
/IMGCapturedImage12284.jpg,1,0,1,30.9450634002686
/IMGCapturedImage14256.jpg,1,0,-1,30.632691192627
/IMGCapturedImage13345.jpg,1,0,0,30.4126556396484
/IMGCapturedImage1146.jpg,0,0,1,27.0018350601196
/IMGCapturedImage4889.jpg,1,0,0,30.8571865081787
/IMGCapturedImage16102.jpg,1,0,0,2.78453142642975
/IMGCapturedImage6237.jpg,1,0,0,30.8822422027588
/IMGCapturedImage2710.jpg,1,0,0,30.0861179351807
/IMGCapturedImage15127.jpg,1,0,0,30.0903717041016
/IMGCapturedImage4017.jpg,1,0,0,30.9179203033447
/IMGCapturedImage5495.jpg,1,0,1,29.9844051361084
/IMGCapturedImage16076.jpg,1,0,0,30.4036056518555
/IMGCapturedImage10328.jpg,1,0,0,30.309476852417
/IMGCapturedImage939.jpg,1,0,-1,30.9337337493896
/IMGCapturedImage16163.jpg,1,0,-1,0.501706767082214
/IMGCapturedImage1965.jpg,1,0,0,33.5734531402588
/IMGCapturedImage3251.jpg,1,0,1,30.273397064209
/IMGCapturedImage6687.jpg,1,0,0,30.8180099487305
/IMGCapturedImage1934.jpg,0,1,0,14.5722158432007
/IMGCapturedImage12590.jpg,1,0,0,30.4459064483643
/IMGCapturedImage5992.jpg,1,0,1,30.0557373046875
/IMGCapturedImage1609.jpg,1,0,0,30.9420764923096
/IMGCapturedImage7624.jpg,1,0,-1,32.8129486083984
/IMGCapturedImage15479.jpg,1,0,1,30.858137512207
/IMGCapturedImage724.jpg,0,0,0,1.9900029656128e-05
/IMGCapturedImage10607.jpg,1,0,0,30.4570678710938
/IMGCapturedImage7541.jpg,1,0,-1,30.0899116516113
/IMGCapturedImage6151.jpg,1,0,0,30.4410655975342
/IMGCapturedImage3930.jpg,1,0,0,30.3666847229004
/IMGCapturedImage3792.jpg,1,0,0,30.7343318939209
/IMGCapturedImage4776.jpg,1,0,-1,30.7762172698975
/IMGCapturedImage10566.jpg,1,0,0,30.9776309967041
/IMGCapturedImage8905.jpg,1,0,1,30.1849880218506
/IMGCapturedImage8326.jpg,1,0,0,30.793225479126
/IMGCapturedImage2211.jpg,1,0,-1,30.2767822265625
/IMGCapturedImage12416.jpg,1,0,1,30.6790431976318
/IMGCapturedImage542.jpg,0,0,0,4.36824316238926e-06
/IMGCapturedImage3140.jpg,1,0,0,30.0171890258789
/IMGCapturedImage3385.jpg,1,0,0,30.3324588775635
/IMGCapturedImage6609.jpg,1,0,0,30.2651092529297
/IMGCapturedImage5654.jpg,1,0,1,30.607299041748
/IMGCapturedImage3701.jpg,1,0,0,30.8188442230225
/IMGCapturedImage1501.jpg,1,0,0,30.3825119018555
/IMGCapturedImage58.jpg,1,0,-1,30.328157043457
/IMGCapturedImage11328.jpg,1,0,0,30.4786628723145
/IMGCapturedImage1309.jpg,1,0,1,30.3339900970459
/IMGCapturedImage9081.jpg,1,0,-1,30.4770011901855
/IMGCapturedImage13918.jpg,1,0,-1,30.9582607269287
/IMGCapturedImage10664.jpg,1,0,0,30.1134601593018
/IMGCapturedImage13823.jpg,1,0,0,30.2948925018311
/IMGCapturedImage8123.jpg,1,0,1,30.5510765075684
/IMGCapturedImage13437.jpg,1,0,1,30.7989143371582
/IMGCapturedImage6259.jpg,1,0,0,30.3290977478027
/IMGCapturedImage10090.jpg,1,0,1,30.2032081604004
/IMGCapturedImage7797.jpg,1,0,1,30.219165802002
/IMGCapturedImage11154.jpg,1,0,-1,30.203524017334
/IMGCapturedImage2138.jpg,1,0,-1,30.3063594818115
/IMGCapturedImage10581.jpg,1,0,-1,30.8054992675781
/IMGCapturedImage16000.jpg,1,0,0,30.3142593383789
/IMGCapturedImage13572.jpg,1,0,1,30.8450740814209
/IMGCapturedImage7460.jpg,1,0,0,30.6513782501221
/IMGCapturedImage6380.jpg,1,0,0,30.3166522979736
/IMGCapturedImage12358.jpg,1,0,0,30.5387649536133
/IMGCapturedImage4851.jpg,1,0,0,30.0058250427246
/IMGCapturedImage10261.jpg,1,0,-1,30.2417873382568
/IMGCapturedImage13734.jpg,1,0,-1,30.8767421722412
/IMGCapturedImage5065.jpg,1,0,0,30.9427597045898
/IMGCapturedImage4745.jpg,1,0,-1,29.9900218963623
/IMGCapturedImage15344.jpg,1,0,-1,30.8510444641113
/IMGCapturedImage4770.jpg,1,0,-1,30.9316772460938
/IMGCapturedImage10427.jpg,1,0,0,30.1180881500244
/IMGCapturedImage10742.jpg,1,0,0,30.4411205291748
/IMGCapturedImage7469.jpg,1,0,0,30.10583152771
/IMGCapturedImage4173.jpg,1,0,1,30.3261211395264
/IMGCapturedImage15383.jpg,1,0,0,30.0929740905762
/IMGCapturedImage5514.jpg,1,0,1,30.2735618591309
/IMGCapturedImage6423.jpg,1,0,0,30.7195518493652
/IMGCapturedImage5188.jpg,1,0,-1,30.7508594512939
/IMGCapturedImage13447.jpg,1,0,1,30.5150482177734
/IMGCapturedImage1786.jpg,1,0,0,30.8989105224609
/IMGCapturedImage6258.jpg,1,0,1,30.5541835784912
/IMGCapturedImage1076.jpg,1,0,0,30.9668472290039
/IMGCapturedImage7843.jpg,1,0,0,30.7468048095703
/IMGCapturedImage11828.jpg,1,0,0,30.5851856231689
/IMGCapturedImage12681.jpg,1,0,0,30.1857570648193
/IMGCapturedImage9241.jpg,0,0,0,32.2303024291992
/IMGCapturedImage3689.jpg,1,0,0,30.6857173919678
/IMGCapturedImage7092.jpg,1,0,0,30.1473598480225
/IMGCapturedImage12162.jpg,1,0,0,30.3922107696533
/IMGCapturedImage12436.jpg,1,0,1,30.2576385498047
/IMGCapturedImage14462.jpg,1,0,1,30.9656524658203
/IMGCapturedImage11111.jpg,1,0,-1,30.6291618347168
/IMGCapturedImage13445.jpg,1,0,1,30.883931350708
/IMGCapturedImage10104.jpg,1,0,1,30.9623462677002
/IMGCapturedImage59.jpg,1,0,-1,30.7943000793457
/IMGCapturedImage14750.jpg,1,0,0,30.1060237884521
/IMGCapturedImage15989.jpg,1,0,1,30.4780139923096
/IMGCapturedImage657.jpg,0,0,0,0.661633586883545
/IMGCapturedImage1173.jpg,0,0,1,24.4594699859619
/IMGCapturedImage12820.jpg,1,0,0,30.9364528656006
/IMGCapturedImage15317.jpg,1,0,-1,30.3291046142578
/IMGCapturedImage11654.jpg,1,0,0,30.8138626098633
/IMGCapturedImage3602.jpg,1,0,0,30.709468460083
/IMGCapturedImage10230.jpg,1,0,0,30.938423538208
/IMGCapturedImage13036.jpg,1,0,0,30.6300373077393
/IMGCapturedImage9171.jpg,1,0,0,30.6698970794678
/IMGCapturedImage940.jpg,1,0,-1,30.7968990325928
/IMGCapturedImage3544.jpg,1,0,1,30.454451751709
/IMGCapturedImage1925.jpg,1,0,1,32.260425567627
/IMGCapturedImage8144.jpg,1,0,0,30.6648193359375
/IMGCapturedImage7449.jpg,1,0,1,30.4171291351318
/IMGCapturedImage653.jpg,0,0,0,0.984290564060211
/IMGCapturedImage2376.jpg,1,0,-1,30.3397579193115
/IMGCapturedImage4772.jpg,1,0,-1,30.6101177215576
/IMGCapturedImage13828.jpg,1,0,0,30.618673324585
/IMGCapturedImage13920.jpg,1,0,-1,30.6407318115234
/IMGCapturedImage5154.jpg,1,0,-1,30.1269424438477
/IMGCapturedImage15984.jpg,1,0,1,30.2231380462646
/IMGCapturedImage5997.jpg,1,0,1,30.0935646057129
/IMGCapturedImage5917.jpg,1,0,0,30.192455291748
/IMGCapturedImage12293.jpg,1,0,1,30.6004531860352
/IMGCapturedImage8874.jpg,1,0,0,30.1388248443604
/IMGCapturedImage13102.jpg,1,0,-1,30.6858924865723
/IMGCapturedImage9941.jpg,1,0,-1,30.2188362121582
/IMGCapturedImage976.jpg,1,0,1,24.7072031021118
/IMGCapturedImage10184.jpg,1,0,0,30.5613349914551
/IMGCapturedImage13170.jpg,1,0,-1,30.5838535308838
/IMGCapturedImage14281.jpg,1,0,-1,30.3625751495361
/IMGCapturedImage466.jpg,0,0,0,1.55826128320768e-05
/IMGCapturedImage4250.jpg,1,0,0,30.6128849029541
/IMGCapturedImage6152.jpg,1,0,-1,30.368318939209
/IMGCapturedImage5923.jpg,1,0,0,30.8871242523193
/IMGCapturedImage13822.jpg,1,0,-1,30.0845764160156
/IMGCapturedImage15965.jpg,1,0,0,30.1694561004639
/IMGCapturedImage2091.jpg,1,0,0,30.0088600158691
/IMGCapturedImage3119.jpg,1,0,0,30.4338558197021
/IMGCapturedImage12796.jpg,1,0,0,30.3327541351318
/IMGCapturedImage12533.jpg,1,0,0,30.7571731567383
/IMGCapturedImage4395.jpg,1,0,-1,30.7111026763916
/IMGCapturedImage5185.jpg,1,0,0,30.221452331543
/IMGCapturedImage14935.jpg,1,0,-1,30.3495254516602
/IMGCapturedImage11123.jpg,1,0,-1,30.5450958251953
/IMGCapturedImage6094.jpg,1,0,0,30.7531871795654
/IMGCapturedImage10946.jpg,1,0,-1,30.8110473632813
/IMGCapturedImage11031.jpg,1,0,-1,32.9354907989502
/IMGCapturedImage14905.jpg,1,0,0,30.6049335479736
/IMGCapturedImage8759.jpg,1,0,1,30.4176200866699
/IMGCapturedImage992.jpg,0,1,0,19.9264440536499
/IMGCapturedImage9703.jpg,1,0,1,30.4316276550293
/IMGCapturedImage3.jpg,1,0,0,32.4278812408447
/IMGCapturedImage7143.jpg,1,0,0,30.5587978363037
/IMGCapturedImage2264.jpg,1,0,0,30.6797744750977
/IMGCapturedImage2641.jpg,1,0,0,30.3778942108154
/IMGCapturedImage13901.jpg,1,0,0,30.2274913787842
/IMGCapturedImage4566.jpg,1,0,0,30.5440795898438
/IMGCapturedImage236.jpg,1,0,1,30.527318572998
/IMGCapturedImage4172.jpg,1,0,1,30.5121574401855
/IMGCapturedImage8475.jpg,1,0,-1,30.3142318725586
/IMGCapturedImage4976.jpg,1,0,0,30.616967010498
/IMGCapturedImage5156.jpg,1,0,-1,30.844469833374
/IMGCapturedImage1140.jpg,0,0,1,28.1336002349854
/IMGCapturedImage14264.jpg,1,0,0,30.9663288116455
/IMGCapturedImage15744.jpg,1,0,1,29.9548450469971
/IMGCapturedImage12942.jpg,1,0,0,30.2068885803223
/IMGCapturedImage9467.jpg,1,0,0,30.379700088501
/IMGCapturedImage12428.jpg,1,0,1,30.7515289306641
/IMGCapturedImage13444.jpg,1,0,1,30.9771160125732
/IMGCapturedImage7269.jpg,1,0,1,30.1806552886963
/IMGCapturedImage8765.jpg,1,0,1,30.5289493560791
/IMGCapturedImage4658.jpg,1,0,0,30.2499515533447
/IMGCapturedImage16113.jpg,0,0,0,0.16490203589201
/IMGCapturedImage6468.jpg,1,0,0,30.3904357910156
/IMGCapturedImage4329.jpg,1,0,-1,30.5999210357666
/IMGCapturedImage13334.jpg,1,0,0,30.2679279327393
/IMGCapturedImage1067.jpg,1,0,0,30.4393489837646
/IMGCapturedImage7476.jpg,1,0,0,30.723263168335
/IMGCapturedImage4816.jpg,1,0,1,30.2127662658691
/IMGCapturedImage6964.jpg,1,0,1,30.4167892456055
/IMGCapturedImage3055.jpg,1,0,0,30.3473762512207
/IMGCapturedImage2161.jpg,1,0,0,30.2913906097412
/IMGCapturedImage1593.jpg,1,0,0,30.9135292053223
/IMGCapturedImage4661.jpg,1,0,1,30.0539039611816
/IMGCapturedImage962.jpg,1,0,1,30.4013980865479
/IMGCapturedImage5977.jpg,1,0,1,30.4992656707764
/IMGCapturedImage16109.jpg,0,0,0,0.923985707759857
/IMGCapturedImage3752.jpg,1,0,0,29.9915462493896
/IMGCapturedImage8773.jpg,1,0,1,30.0093921661377
/IMGCapturedImage4492.jpg,1,0,0,30.4031524658203
/IMGCapturedImage8369.jpg,1,0,0,30.2829002380371
/IMGCapturedImage3956.jpg,1,0,0,30.5018508911133
/IMGCapturedImage3200.jpg,1,0,-1,30.9748638153076
/IMGCapturedImage14672.jpg,1,0,0,32.7742492675781
/IMGCapturedImage2741.jpg,1,0,0,30.1243263244629
/IMGCapturedImage2540.jpg,1,0,0,30.4686138153076
/IMGCapturedImage10756.jpg,1,0,0,30.6402923583984
/IMGCapturedImage1417.jpg,1,0,0,30.2011413574219
/IMGCapturedImage6940.jpg,1,0,1,30.7493900299072
/IMGCapturedImage1181.jpg,0,0,1,23.2124736785889
/IMGCapturedImage9323.jpg,1,0,0,30.6846668243408
/IMGCapturedImage2677.jpg,1,0,0,29.9930534362793
/IMGCapturedImage14004.jpg,1,0,0,30.4247234344482
/IMGCapturedImage6295.jpg,1,0,1,30.3373065948486
/IMGCapturedImage2148.jpg,1,0,0,30.0454959869385
/IMGCapturedImage6348.jpg,1,0,0,30.1375408172607
/IMGCapturedImage15285.jpg,1,0,0,30.6804336547852
/IMGCapturedImage12309.jpg,1,0,0,30.4020126342773
/IMGCapturedImage8804.jpg,1,0,0,30.1794982910156
/IMGCapturedImage861.jpg,0,0,0,1.86859159469604
/IMGCapturedImage10401.jpg,1,0,0,30.8784690856934
/IMGCapturedImage10347.jpg,1,0,0,30.1991088867188
/IMGCapturedImage458.jpg,0,0,0,5.3613694399246e-05
/IMGCapturedImage7187.jpg,1,0,0,29.9981105804443
/IMGCapturedImage3026.jpg,1,0,1,30.4211597442627
/IMGCapturedImage7806.jpg,1,0,1,30.6020668029785
/IMGCapturedImage15341.jpg,1,0,-1,30.3163192749023
/IMGCapturedImage11319.jpg,1,0,1,30.8152118682861
/IMGCapturedImage11752.jpg,1,0,0,30.9423683166504
/IMGCapturedImage11700.jpg,1,0,1,30.9477001190186
/IMGCapturedImage10465.jpg,1,0,0,30.8013793945312
/IMGCapturedImage7520.jpg,1,0,0,30.8811573028564
/IMGCapturedImage13340.jpg,1,0,1,30.8970153808594
/IMGCapturedImage2842.jpg,1,0,-1,30.5379375457764
/IMGCapturedImage2201.jpg,1,0,0,30.1960155487061
/IMGCapturedImage7496.jpg,1,0,0,30.222465133667
/IMGCapturedImage12000.jpg,1,0,0,30.7319904327393
/IMGCapturedImage1478.jpg,1,0,0,30.7051940917969
/IMGCapturedImage228.jpg,1,0,1,30.9756019592285
/IMGCapturedImage14282.jpg,1,0,-1,30.1846893310547
/IMGCapturedImage4570.jpg,1,0,0,30.3079936981201
/IMGCapturedImage1145.jpg,0,0,1,27.1318342208862
/IMGCapturedImage14363.jpg,1,0,0,30.8158813476563
/IMGCapturedImage9051.jpg,1,0,-1,30.0767383575439
/IMGCapturedImage5419.jpg,1,0,0,30.3471290588379
/IMGCapturedImage13879.jpg,1,0,0,30.51979637146
/IMGCapturedImage11796.jpg,1,0,0,30.4236248016357
/IMGCapturedImage2358.jpg,1,0,-1,30.9620784759522
/IMGCapturedImage12840.jpg,1,0,1,30.9859634399414
/IMGCapturedImage8399.jpg,1,0,0,30.553723526001
/IMGCapturedImage11329.jpg,1,0,-1,30.4220970153809
/IMGCapturedImage9817.jpg,1,0,0,30.1483074188232
/IMGCapturedImage8904.jpg,1,0,1,30.3253692626953
/IMGCapturedImage10597.jpg,1,0,-1,30.5856285095215
/IMGCapturedImage10928.jpg,1,0,0,30.9782730102539
/IMGCapturedImage7245.jpg,1,0,0,30.4519248962402
/IMGCapturedImage1950.jpg,1,0,1,21.5434015274048
/IMGCapturedImage6757.jpg,1,0,-1,30.414818572998
/IMGCapturedImage13460.jpg,1,0,1,30.1703212738037
/IMGCapturedImage12763.jpg,1,0,0,30.8149715423584
/IMGCapturedImage6710.jpg,1,0,0,30.6462558746338
/IMGCapturedImage11243.jpg,1,0,0,30.4711269378662
/IMGCapturedImage10987.jpg,1,0,1,30.4815227508545
/IMGCapturedImage9805.jpg,1,0,0,30.8800998687744
/IMGCapturedImage8454.jpg,1,0,1,30.5986335754395
/IMGCapturedImage668.jpg,0,0,0,0.0027828532503917
/IMGCapturedImage7937.jpg,1,0,-1,30.6498950958252
/IMGCapturedImage1261.jpg,1,0,0,30.0921810150146
/IMGCapturedImage3007.jpg,1,0,1,30.775341796875
/IMGCapturedImage12935.jpg,1,0,0,30.7233936309814
/IMGCapturedImage10253.jpg,1,0,-1,30.4486839294434
/IMGCapturedImage13635.jpg,1,0,0,30.7892669677734
/IMGCapturedImage14165.jpg,1,0,0,30.9262733459473
/IMGCapturedImage9887.jpg,1,0,-1,30.0975540161133
/IMGCapturedImage3513.jpg,1,0,1,30.7549793243408
/IMGCapturedImage4713.jpg,1,0,-1,30.6025062561035
/IMGCapturedImage10157.jpg,1,0,-1,30.5939334869385
/IMGCapturedImage11141.jpg,1,0,-1,30.1649929046631
/IMGCapturedImage277.jpg,1,0,0,30.7586013793945
/IMGCapturedImage12765.jpg,1,0,1,30.8705726623535
/IMGCapturedImage15148.jpg,1,0,1,30.9168937683105
/IMGCapturedImage8342.jpg,1,0,0,30.8666313171387
/IMGCapturedImage4653.jpg,1,0,-1,30.8525379180908
/IMGCapturedImage12376.jpg,1,0,0,30.5011985778809
/IMGCapturedImage5718.jpg,1,0,1,30.2040596008301
/IMGCapturedImage6326.jpg,1,0,1,30.7758911132813
/IMGCapturedImage9506.jpg,1,0,0,30.9750801086426
/IMGCapturedImage15993.jpg,1,0,1,30.9460247039795
/IMGCapturedImage5665.jpg,1,0,1,30.9670429229736
/IMGCapturedImage6666.jpg,1,0,1,30.4293617248535
/IMGCapturedImage13482.jpg,1,0,-1,30.1657653808594
/IMGCapturedImage6966.jpg,1,0,1,30.0379669189453
/IMGCapturedImage12278.jpg,1,0,1,30.0473361968994
/IMGCapturedImage2330.jpg,1,0,-1,30.5426513671875
/IMGCapturedImage3851.jpg,1,0,1,30.059428024292
/IMGCapturedImage3654.jpg,1,0,0,30.6878494262695
/IMGCapturedImage79.jpg,1,0,-1,30.0589714050293
/IMGCapturedImage12605.jpg,1,0,0,30.5902805328369
/IMGCapturedImage13733.jpg,1,0,-1,30.4423770904541
/IMGCapturedImage1219.jpg,0,0,0,32.1392841339111
/IMGCapturedImage6114.jpg,1,0,0,30.5884128570557
/IMGCapturedImage11755.jpg,1,0,0,30.8062786102295
/IMGCapturedImage3372.jpg,1,0,1,30.8574920654297
/IMGCapturedImage12936.jpg,1,0,1,30.6670886993408
/IMGCapturedImage11118.jpg,1,0,-1,30.2885032653809
/IMGCapturedImage1855.jpg,1,0,0,30.9264999389648
/IMGCapturedImage12281.jpg,1,0,1,30.4318748474121
/IMGCapturedImage15826.jpg,1,0,0,30.9372150421143
/IMGCapturedImage4936.jpg,1,0,0,30.0922016143799
/IMGCapturedImage9528.jpg,1,0,1,30.5332614898682
/IMGCapturedImage12375.jpg,1,0,0,30.5739624023437
/IMGCapturedImage8936.jpg,1,0,1,30.0766422271729
/IMGCapturedImage9706.jpg,1,0,1,30.6066913604736
/IMGCapturedImage3005.jpg,1,0,1,30.0902584075928
/IMGCapturedImage10214.jpg,1,0,0,30.8297275543213
/IMGCapturedImage15738.jpg,1,0,0,30.4057651519775
/IMGCapturedImage4510.jpg,1,0,0,30.9723197937012
/IMGCapturedImage11184.jpg,1,0,0,30.5495349884033
/IMGCapturedImage3913.jpg,1,0,0,30.3494190216064
/IMGCapturedImage1179.jpg,0,0,1,23.4336782455444
/IMGCapturedImage7935.jpg,1,0,-1,30.34709815979
/IMGCapturedImage9860.jpg,1,0,0,30.7907398223877
/IMGCapturedImage6121.jpg,1,0,0,30.1520324707031
/IMGCapturedImage243.jpg,1,0,1,30.1954181671143
/IMGCapturedImage10364.jpg,1,0,0,30.2160312652588
/IMGCapturedImage8121.jpg,1,0,1,30.8757396697998
/IMGCapturedImage13575.jpg,1,0,1,30.3291389465332
/IMGCapturedImage14447.jpg,1,0,-1,30.0506423950195
/IMGCapturedImage3468.jpg,1,0,0,30.6850994110107
/IMGCapturedImage6917.jpg,1,0,1,30.4796276092529
/IMGCapturedImage7959.jpg,1,0,-1,30.4742649078369
/IMGCapturedImage11103.jpg,1,0,0,30.1089694976807
/IMGCapturedImage3169.jpg,1,0,0,30.7177768707275
/IMGCapturedImage12434.jpg,1,0,1,30.5248500823975
/IMGCapturedImage4324.jpg,1,0,-1,30.5999828338623
/IMGCapturedImage10163.jpg,1,0,1,30.0641384124756
/IMGCapturedImage2343.jpg,1,0,0,30.165380859375
/IMGCapturedImage4161.jpg,1,0,1,30.6708892822266
/IMGCapturedImage8182.jpg,1,0,0,30.0757873535156
/IMGCapturedImage13522.jpg,1,0,0,30.3277793884277
/IMGCapturedImage6404.jpg,1,0,0,30.9706581115723
/IMGCapturedImage13364.jpg,1,0,0,30.1047603607178
/IMGCapturedImage10943.jpg,1,0,-1,30.4805957794189
/IMGCapturedImage3082.jpg,1,0,0,30.5766059875488
/IMGCapturedImage10245.jpg,1,0,-1,30.3238723754883
/IMGCapturedImage2359.jpg,1,0,0,30.8685161590576
/IMGCapturedImage6300.jpg,1,0,1,30.8082939147949
/IMGCapturedImage4295.jpg,1,0,-1,30.6738246917725
/IMGCapturedImage2223.jpg,1,0,1,30.5707214355469
/IMGCapturedImage11732.jpg,1,0,1,30.6208396911621
/IMGCapturedImage3983.jpg,1,0,1,30.9690376281738
/IMGCapturedImage12542.jpg,1,0,0,30.2130718231201
/IMGCapturedImage12063.jpg,1,0,0,30.0557544708252
/IMGCapturedImage9714.jpg,1,0,0,29.9912612915039
/IMGCapturedImage15862.jpg,1,0,0,30.6986057281494
/IMGCapturedImage9039.jpg,1,0,-1,30.3402076721191
/IMGCapturedImage14811.jpg,1,0,0,30.2150871276855
/IMGCapturedImage8930.jpg,1,0,0,30.4856151580811
/IMGCapturedImage13606.jpg,1,0,1,30.180627822876
/IMGCapturedImage13013.jpg,1,0,0,30.7790908813477
/IMGCapturedImage12389.jpg,1,0,0,30.7547630310059
/IMGCapturedImage5697.jpg,1,0,0,30.4413162231445
/IMGCapturedImage2375.jpg,1,0,-1,30.5586502075195
/IMGCapturedImage4574.jpg,1,0,1,30.6798706054688
/IMGCapturedImage234.jpg,1,0,0,30.6540046691895
/IMGCapturedImage4614.jpg,1,0,1,30.685827255249
/IMGCapturedImage12933.jpg,1,0,0,30.8495922088623
/IMGCapturedImage1493.jpg,1,0,0,30.8516830444336
/IMGCapturedImage1599.jpg,1,0,0,30.5435165405273
/IMGCapturedImage10023.jpg,1,0,0,30.0975643157959
/IMGCapturedImage2771.jpg,1,0,-1,30.3842422485352
/IMGCapturedImage3079.jpg,1,0,0,30.7581481933594
/IMGCapturedImage3211.jpg,1,0,-1,30.2815818786621
/IMGCapturedImage6762.jpg,1,0,0,30.0550060272217
/IMGCapturedImage9052.jpg,1,0,-1,30.7691482543945
/IMGCapturedImage15292.jpg,1,0,-1,30.6124248504639
/IMGCapturedImage9070.jpg,1,0,-1,30.0601696014404
/IMGCapturedImage11468.jpg,1,0,0,31.1098068237305
/IMGCapturedImage16078.jpg,1,0,0,30.2762741088867
/IMGCapturedImage12222.jpg,1,0,0,30.6993816375732
/IMGCapturedImage14744.jpg,1,0,0,30.4697330474854
/IMGCapturedImage7431.jpg,1,0,1,30.2564300537109
